seed,rich,fresh,omega,adaptive,window,step,k,train_pre,eval_pre,score,requests,denied,repeated_cross_window,coefficient_l1_previous_period,rhs,basis,coefficient_updates_before
7,0,0,0.3,1,1,2160,25,4.118226366813957e-3,6.679835323174045e-2,1.0374569e-7,43,27,12,3.046866564034989e-1,2211840,90685440,42151
7,0,0,0.3,1,1,2280,25,4.124276625344775e-3,6.689511571263419e-2,1.2087717e-7,46,30,13,3.9384462270987175e-1,2334720,95723520,45151
7,0,0,0.3,1,1,2400,25,4.194753567170715e-3,6.697466492025102e-2,3.4293578e-7,48,32,14,3.9022230492159693e-1,2457600,100761600,48151
7,0,0,0.3,1,2,2520,25,4.0939848750133475e-3,6.712864950552361e-2,1.11559196e-7,51,35,17,3.1946465163705184e-1,2580480,105799680,51151
7,0,0,0.3,1,2,2640,25,4.071653132038258e-3,6.708678461751778e-2,5.6513823e-8,54,38,20,4.129816362182339e-1,2703360,110837760,54151
7,0,0,0.3,1,2,2760,25,4.053323929882792e-3,6.726256021911228e-2,1.0297358e-8,57,41,23,3.344222982564702e-1,2826240,115875840,57151
7,0,0,0.3,1,2,2880,25,4.0473591182698925e-3,6.731756999540263e-2,1.2782753e-8,60,44,26,3.978868495764658e-1,2949120,120913920,60151
7,0,0,0.3,1,2,3000,25,4.042524625260483e-3,6.736856504854687e-2,1.2011393e-8,63,47,29,3.547577514454563e-1,3072000,125952000,63151
7,0,0,0.3,1,2,3120,25,4.207708498258672e-3,6.759368387235756e-2,5.360354e-7,66,50,32,3.255041720571419e-1,3194880,130990080,66151
7,0,0,0.3,1,2,3240,25,4.079242507314758e-3,6.761980126901213e-2,1.5469637e-7,69,53,35,4.3316495202681793e-1,3317760,136028160,69151
7,0,0,0.3,1,2,3360,25,4.1561624004589365e-3,6.773168532227876e-2,3.9630834e-7,72,56,37,3.5281501330905485e-1,3440640,141066240,72151
7,0,0,0.3,1,2,3480,25,4.137275866465641e-3,6.763482987437909e-2,3.0238417e-7,75,59,40,4.269871643155909e-1,3563520,146104320,75151
7,0,0,0.3,1,2,3600,25,4.095933242907941e-3,6.785921965138535e-2,2.3441042e-7,78,62,43,3.893931105369788e-1,3686400,151142400,78151
7,0,1,0.0,0,0,120,9,1.448309259613215e-3,2.4927181015246725e-3,1.7763158e-7,0,0,0,3.9449546175387695e-1,122880,5038080,1071
7,0,1,0.0,0,0,240,9,1.0067198231540499e-4,1.7454099680586422e-4,8.5647894e-10,0,0,0,5.2503488582260616e-2,245760,10076160,2151
7,0,1,0.0,0,0,360,9,1.6354682050779315e-6,2.6712870699514384e-6,1.8756874e-13,0,0,0,3.8794106442026077e-3,368640,15114240,3231
7,0,1,0.0,0,0,480,9,2.1328710329979116e-7,4.694087514294701e-7,2.8325923e-15,0,0,0,6.602586971480879e-5,491520,20152320,4311
7,0,1,0.0,0,0,600,9,2.236880952153579e-7,4.801904974838519e-7,2.2855333e-15,0,0,0,7.79132331869283e-6,614400,25190400,5391
7,0,1,0.0,0,0,720,9,2.1405026617012048e-7,4.794891460347253e-7,2.5662631e-15,0,0,0,1.5780726956132404e-5,737280,30228480,6471
7,0,1,0.0,0,0,840,9,2.1364466784804564e-7,4.7584295353125565e-7,2.5980186e-15,0,0,0,1.1209888402316862e-5,860160,35266560,7551
7,0,1,0.0,0,0,960,9,2.5026077674431255e-7,4.467864141036555e-7,6.565899e-15,0,0,0,2.7804189322243843e-5,983040,40304640,8631
7,0,1,0.0,0,0,1080,9,2.6713214877244174e-7,4.409318181914032e-7,8.6179334e-15,0,0,0,5.009759481646066e-5,1105920,45342720,9711
7,0,1,0.0,0,0,1200,9,2.027247736942048e-6,2.407529201445288e-6,1.1232479e-12,0,0,0,2.3188132540643662e-2,1228800,50380800,10791
7,0,1,0.0,0,1,1320,9,2.0721456386407286e-7,3.9487637858151415e-7,5.27083e-16,0,0,0,8.406208849896131e-4,1351680,55418880,11871
7,0,1,0.0,0,1,1440,9,2.0622434564582185e-7,3.854010416527674e-7,6.09716e-16,0,0,0,1.6818493704204296e-5,1474560,60456960,12951
7,0,1,0.0,0,1,1560,9,2.122434904164689e-7,3.8491011053137484e-7,1.0037517e-15,0,0,0,1.9969669877893496e-5,1597440,65495040,14031
7,0,1,0.0,0,1,1680,9,1.9528481993200117e-7,3.8563952545802627e-7,4.669643e-16,0,0,0,2.257692400701658e-5,1720320,70533120,15111
7,0,1,0.0,0,1,1800,9,2.0463681171793145e-7,3.9529788927976685e-7,9.213652e-16,0,0,0,2.7293520070044495e-5,1843200,75571200,16191
7,0,1,0.0,0,1,1920,9,2.2549548671277697e-7,4.416315544104886e-7,2.465351e-15,0,0,0,4.3982452207559294e-5,1966080,80609280,17271
7,0,1,0.0,0,1,2040,9,4.906462450739828e-5,6.679125401435562e-5,6.0342453e-10,0,0,0,4.312835827167452e-2,2088960,85647360,18351
7,0,1,0.0,0,1,2160,9,2.3165794925453888e-7,3.818422555923462e-7,1.3416773e-15,0,0,0,5.700629464981427e-3,2211840,90685440,19431
7,0,1,0.0,0,1,2280,9,2.418284470903498e-7,3.793719387459908e-7,1.9503973e-15,0,0,0,8.074842400118687e-5,2334720,95723520,20511
7,0,1,0.0,0,1,2400,9,7.950019125853504e-6,1.0217889153049191e-5,1.44263395e-11,0,0,0,7.931139465066983e-2,2457600,100761600,21591
7,0,1,0.0,0,2,2520,9,3.4191164086294186e-6,4.363390878070321e-6,1.934974e-12,0,0,0,8.559837216632915e-2,2580480,105799680,22671
7,0,1,0.0,0,2,2640,9,8.220879526637285e-4,1.0426652330171459e-3,1.1563424e-7,0,0,0,2.13111527171308e-2,2703360,110837760,23751
7,0,1,0.0,0,2,2760,9,2.3895770009711745e-6,3.0293322236709204e-6,9.693675e-13,0,0,0,7.435127239661554e-2,2826240,115875840,24831
7,0,1,0.0,0,2,2880,9,4.1040525500619425e-4,5.17391695929927e-4,2.9630094e-8,0,0,0,6.44563592418721e-2,2949120,120913920,25911
7,0,1,0.0,0,2,3000,9,4.2636268890999547e-7,5.730835779935009e-7,3.4376958e-14,0,0,0,2.7492895404805706e-2,3072000,125952000,26991
7,0,1,0.0,0,2,3120,9,5.0759218929890174e-5,6.36879630950833e-5,4.5463466e-10,0,0,0,9.630900929157787e-2,3194880,130990080,28071
7,0,1,0.0,0,2,3240,9,4.018395202538261e-7,5.848468484134996e-7,3.011878e-14,0,0,0,4.3792090624096e-3,3317760,136028160,29151
7,0,1,0.0,0,2,3360,9,3.104174071136737e-5,3.896552109106133e-5,1.7294431e-10,0,0,0,9.866568094692513e-2,3440640,141066240,30231
7,0,1,0.0,0,2,3480,9,2.053909000477826e-6,2.5960014950641583e-6,7.435766e-13,0,0,0,2.6669392921021273e-3,3563520,146104320,31311
7,0,1,0.0,0,2,3600,9,1.2987109742009907e-5,1.615627479746563e-5,2.934072e-11,0,0,0,1.0336063981666754e-1,3686400,151142400,32391
7,0,1,0.0,1,0,120,9,1.448309259613215e-3,2.4927181015246725e-3,1.7763158e-7,0,0,0,3.9449546175387695e-1,122880,5038080,1071
7,0,1,0.0,1,0,240,9,1.0067198231540499e-4,1.7454099680586422e-4,8.5647894e-10,0,0,0,5.2503488582260616e-2,245760,10076160,2151
7,0,1,0.0,1,0,360,9,1.6354682050779315e-6,2.6712870699514384e-6,1.8756874e-13,0,0,0,3.8794106442026077e-3,368640,15114240,3231
7,0,1,0.0,1,0,480,9,2.1328710329979116e-7,4.694087514294701e-7,2.8325923e-15,0,0,0,6.602586971480879e-5,491520,20152320,4311
7,0,1,0.0,1,0,600,9,2.236880952153579e-7,4.801904974838519e-7,2.2855333e-15,0,0,0,7.79132331869283e-6,614400,25190400,5391
7,0,1,0.0,1,0,720,9,2.1405026617012048e-7,4.794891460347253e-7,2.5662631e-15,0,0,0,1.5780726956132404e-5,737280,30228480,6471
7,0,1,0.0,1,0,840,9,2.1364466784804564e-7,4.7584295353125565e-7,2.5980186e-15,0,0,0,1.1209888402316862e-5,860160,35266560,7551
7,0,1,0.0,1,0,960,9,2.5026077674431255e-7,4.467864141036555e-7,6.565899e-15,0,0,0,2.7804189322243843e-5,983040,40304640,8631
7,0,1,0.0,1,0,1080,9,2.6713214877244174e-7,4.409318181914032e-7,8.6179334e-15,0,0,0,5.009759481646066e-5,1105920,45342720,9711
7,0,1,0.0,1,0,1200,11,4.3919512940663143e-4,5.743248377602919e-4,3.5773645e-8,2,0,0,1.501533825818938e-1,1228800,50380800,10831
7,0,1,0.0,1,1,1320,11,3.222183377850052e-6,3.717073626117586e-5,8.56606e-13,2,0,0,3.689098518784473e-2,1351680,55418880,12151
7,0,1,0.0,1,1,1440,11,1.9957267099587432e-7,1.0668534851220418e-6,6.8858575e-16,2,0,0,2.754134094375537e-4,1474560,60456960,13471
7,0,1,0.0,1,1,1560,11,1.9826455549501138e-7,6.950861631396531e-7,1.2623527e-15,2,0,0,1.8911482838797518e-5,1597440,65495040,14791
7,0,1,0.0,1,1,1680,11,1.973173426103835e-7,6.953331931070513e-7,1.2285748e-15,2,0,0,2.065556667509732e-5,1720320,70533120,16111
7,0,1,0.0,1,1,1800,11,2.1881126099211593e-7,6.742595347810409e-7,1.0225093e-15,2,0,0,1.939322054719957e-5,1843200,75571200,17431
7,0,1,0.0,1,1,1920,11,2.1925477638188244e-7,5.4695838212158e-7,1.9810263e-15,2,0,0,2.9048698899005777e-5,1966080,80609280,18751
7,0,1,0.0,1,1,2040,11,2.2615611193531822e-7,7.180394374559233e-7,2.375958e-15,2,0,0,3.7328137852396266e-5,2088960,85647360,20071
7,0,1,0.0,1,1,2160,11,2.0216351078771256e-7,7.392096834043709e-7,8.966311e-16,2,0,0,4.5727765653093624e-5,2211840,90685440,21391
7,0,1,0.0,1,1,2280,11,2.023179061258512e-7,7.208629246415413e-7,8.988489e-16,2,0,0,4.6596575780107063e-5,2334720,95723520,22711
7,0,1,0.0,1,1,2400,11,2.9558012981947197e-7,5.222818469978149e-7,9.419949e-15,2,0,0,8.923706525281773e-5,2457600,100761600,24031
7,0,1,0.0,1,2,2520,14,3.848618213162698e-4,4.9539052616785e-4,2.5146559e-8,5,0,0,5.081726394050667e-1,2580480,105799680,25471
7,0,1,0.0,1,2,2640,14,2.6618105072188426e-6,3.302142583532202e-6,1.9196983e-12,5,0,0,1.0733899952379033e-1,2703360,110837760,27151
7,0,1,0.0,1,2,2760,14,2.3039648079970817e-7,5.152798325046869e-7,2.7971143e-15,5,0,0,2.567386984231464e-4,2826240,115875840,28831
7,0,1,0.0,1,2,2880,14,3.559650847755295e-7,5.67553814899681e-7,1.1437031e-14,5,0,0,5.7700487776776374e-5,2949120,120913920,30511
7,0,1,0.0,1,2,3000,14,3.571327608155247e-7,6.518566145967738e-7,1.3221094e-14,5,0,0,1.4631644026088728e-4,3072000,125952000,32191
7,0,1,0.0,1,2,3120,14,1.1999652164709437e-4,1.4973198875011586e-4,1.9785305e-9,5,0,0,1.2273739927873595e-1,3194880,130990080,33871
